3718, -1626, -2087
3908, -870, -1817
3383, -1457, -2072
3805, -1058, -1545
4232, 218, -1908
3877, -1248, -1770
3442.5, -1353, -1764.5
4259, -304, -1601
3394, -2490, -2093
3895, -976, -1939
3719, -792, -1456
3875, -1369, -2007
3764, -1170, -2140
4274, -415, -1745
4027, -716, -1832
3854, -860.333333, -2012.666667
3709, -1532, -1652
3275, -1777, -2047
3929, -1730, -2277
3477, -933, -1865
3800, -933, -1468
3761, -967.4, -1891.8
3732.5, -1445, -2193
3528, -1315, -1533
3784, -782, -1644.5
3878, -1550, -2129
4049, -1007, -1738
3685, -1122, -1606
3854.428571, -921.428571, -1681.857143
3648.5, -924.5, -1925
4081, -1374, -2148
3482, -1041, -1610
3615.666667, -967.666667, -1682
3561, -1512.8, -1749
3507.5, -1593, -2078.5
3565, -1110, -1943
3413.333333, -1479, -1949
3856.285714, -1107, -1977.428571
3709.166667, -1100.666667, -1739.75
3528.333333, -1186.666667, -2063.666667
3575, -1515, -2340
3640, -1391, -1772
3385.666667, -1612.666667, -1961.666667
3632.727273, -1199.272727, -1748.727273
3724.27027, -1162.540541, -1964
3786, -1087.2, -1833.8
3665, -1030, -1834
3567, -1414.5, -2191.25
3555, -1106, -1818
3649.387324, -1214.5, -1867.394366
3335.5, -1462, -2205
3639.533333, -1255.666667, -2035.666667
3586.44963, -1334.856865, -1957.741735
